,id,price_value,fake_originality,warranty,size,discrepancy,flavor_odor,expiration_date
106,1188499,1,0,0,0,0,0,0
107,1155811,0,0,0,0,0,0,0
108,1095032,0,0,0,0,0,0,0
109,1004844,0,0,0,0,0,0,0
110,1263602,0,0,0,0,0,0,0
111,1169830,0,0,0,0,0,0,0
112,1106102,0,0,0,0,0,0,0
113,1237422,0,0,0,0,0,0,0
114,1138946,0,0,0,0,0,0,0
115,1046848,0,0,0,0,0,0,0
116,1242828,1,0,0,0,0,0,0
117,1118535,0,0,0,0,0,0,0
118,1004071,0,0,0,0,0,0,0
119,1198300,0,0,0,0,0,0,0
120,1229426,0,0,0,0,0,0,0
121,1172583,0,0,0,0,0,0,0
122,1045360,0,0,0,0,0,0,0
123,1161578,1,0,0,0,0,0,0
124,1133192,0,0,0,0,0,0,0
125,1114381,1,0,0,0,0,0,0
126,1053913,0,0,0,0,0,0,0
127,1228182,0,0,0,0,0,0,0
128,1128030,0,0,0,0,0,0,0
129,1211925,1,0,0,0,0,0,0
130,1124998,1,0,0,0,0,0,0
131,1227497,0,0,0,0,0,0,0
132,1068512,0,0,0,0,0,0,0
133,1182334,0,0,0,0,0,0,0
134,1177381,0,0,0,0,0,0,0
135,1245127,1,0,0,0,0,0,0
136,1274655,0,0,0,0,0,0,0
137,1060277,0,0,0,0,0,0,0
138,1120853,0,0,0,0,0,0,0
139,1137740,0,0,0,0,0,0,0
140,1264185,0,0,0,0,0,0,0
141,1174319,0,0,0,0,0,0,0
142,1035908,0,0,0,0,0,0,0
143,1241218,0,0,0,0,0,0,0
144,1177829,1,0,0,0,0,0,0
145,1219820,0,0,0,0,0,0,0
146,1003452,1,0,0,0,0,0,0
147,1039090,1,0,0,0,0,0,0
148,1027123,0,0,0,0,0,0,0
149,1053257,0,0,0,0,0,0,0
150,1048824,0,0,0,0,0,0,0
151,1111158,0,0,0,0,0,0,0
152,1113164,0,0,0,0,0,0,0
153,1017193,0,0,0,0,0,0,0
154,1148649,1,0,0,0,0,0,0
155,1209190,0,0,0,0,0,0,0
156,1122386,0,0,0,0,0,0,0
157,1131330,0,0,0,0,0,0,0
158,1120792,0,0,0,0,0,0,0
159,1207428,1,0,0,0,0,0,0
160,1209689,0,0,0,0,0,0,0
161,1197815,0,0,0,0,0,0,0
162,1253871,0,0,0,0,0,0,0
163,1022605,1,0,0,0,0,0,0
164,1248528,0,0,0,0,0,0,0
165,1218900,1,0,0,0,0,0,0
166,1173597,0,0,0,0,0,0,0
167,1046169,0,0,0,0,0,0,0
168,1063256,0,0,0,0,0,0,0
169,1241614,1,0,0,0,0,0,0
170,1021874,0,0,0,0,0,0,0
171,1175397,0,0,0,0,0,0,0
172,1185993,0,0,0,0,0,0,0
173,1169071,0,0,0,0,0,0,0
174,1175875,0,0,0,0,0,0,0
175,1243630,0,0,0,0,0,0,0
176,1098536,0,0,0,0,0,0,0
177,1187793,0,0,0,0,0,0,0
178,1046533,0,0,0,0,0,0,0
179,1058422,0,0,0,0,0,0,0
180,1167044,0,0,0,0,0,0,0
181,1103039,0,0,0,0,0,0,0
182,1081649,1,0,0,0,0,0,0
183,1075538,1,0,0,0,0,0,0
184,1032036,0,0,0,0,0,0,0
185,1221144,0,0,0,0,0,0,0
186,1169631,0,0,0,0,0,0,0
187,1167353,1,0,0,0,0,0,0
188,1007401,0,0,0,0,0,0,0
189,1087634,0,0,0,0,0,0,0
190,1115624,1,0,0,0,0,0,0
191,1166634,1,0,0,0,0,0,0
192,1129605,1,0,0,0,0,0,0
193,1196842,0,0,0,0,0,0,0
194,1204978,0,0,0,0,0,0,0
195,1104265,0,0,0,0,0,0,0
196,1267455,0,0,0,0,0,0,0
197,1214349,0,0,0,0,0,0,0
198,1211634,1,0,0,0,0,0,0
199,1021013,1,0,0,0,0,0,0
200,1157245,0,0,0,0,0,0,0
201,1170915,0,0,0,0,0,0,0
202,1274799,0,0,0,0,0,0,0
203,1080328,1,0,0,0,0,0,0
204,1094610,0,0,0,0,0,0,0
205,1133469,0,0,0,0,0,0,0
206,1029005,1,0,0,0,0,0,0
207,1126793,0,0,0,0,0,0,0
208,1123218,0,0,0,0,0,0,0
209,1199791,0,0,0,0,0,0,0
210,1003754,0,0,0,0,0,0,0
211,1125842,0,0,0,0,0,0,0
212,1146484,1,0,0,0,0,0,0
213,1166775,0,0,0,0,0,0,0
214,1275842,1,0,0,0,0,0,0
215,1109716,1,0,0,0,0,0,0
216,1030060,1,0,0,0,0,0,0
217,1007029,0,0,0,0,0,0,0
218,1029164,1,0,0,0,0,0,0
219,1206008,1,0,0,0,0,0,0
220,1087205,0,0,0,0,0,0,0
221,1055353,0,0,0,0,0,0,0
222,1126238,0,0,0,0,0,0,0
223,1160623,0,0,0,0,0,0,0
224,1171751,0,0,0,0,0,0,0
225,1243957,0,0,0,0,0,0,0
226,1065975,0,0,0,0,0,0,0
227,1030636,0,0,0,0,0,0,0
228,1164951,0,0,0,0,0,0,0
229,1204570,1,0,0,0,0,0,0
230,1056126,0,0,0,0,0,0,0
231,1259939,1,0,0,0,0,0,0
232,1023653,0,0,0,0,0,0,0
233,1209408,0,0,0,0,0,0,0
234,1035779,0,0,0,0,0,0,0
235,1125839,1,0,0,0,0,0,0
236,1230399,1,0,0,0,0,0,0
237,1258772,0,0,0,0,0,0,0
238,1134160,0,0,0,0,0,0,0
239,1195392,0,0,0,0,0,0,0
240,1252402,1,0,0,0,0,0,0
241,1225880,0,0,0,0,0,0,0
242,1215289,1,0,0,0,0,0,0
243,1130363,0,0,0,0,0,0,0
244,1158218,0,0,0,0,0,0,0
245,1037522,0,0,0,0,0,0,0
246,1198410,1,0,0,0,0,0,0
247,1154594,0,0,0,0,0,0,0
248,1044147,0,0,0,0,0,0,0
249,1190417,0,0,0,0,0,0,0
250,1146240,0,0,0,0,0,0,0
251,1005983,0,0,0,0,0,0,0
252,1081675,1,0,0,0,0,0,0
253,1185873,0,0,0,0,0,0,0
254,1245242,0,0,0,0,0,0,0
255,1080150,0,0,0,0,0,0,0
256,1081025,1,0,0,0,0,0,0
257,1070379,0,0,0,0,0,0,0
258,1069410,0,0,0,0,0,0,0
259,1009814,0,0,0,0,0,0,0
260,1017762,0,0,0,0,0,0,0
261,1181305,0,0,0,0,0,0,0
262,1116444,0,0,0,0,0,0,0
263,1080526,1,0,0,0,0,0,0
264,1148451,1,0,0,0,0,0,0
265,1061610,0,0,0,0,0,0,0
266,1037778,0,0,0,0,0,0,0
267,1132759,0,0,0,0,0,0,0
268,1015256,0,0,0,0,0,0,0
269,1086108,0,0,0,0,0,0,0
270,1152353,0,0,0,0,0,0,0
271,1219328,0,0,0,0,0,0,0
272,1245855,1,0,0,0,0,0,0
273,1245835,0,0,0,0,0,0,0
274,1057693,0,0,0,0,0,0,0
275,1233796,1,0,0,0,0,0,0
276,1019544,0,0,0,0,0,0,0
277,1038796,1,0,0,0,0,0,0
278,1267274,1,0,0,0,0,0,0
279,1249104,1,0,0,0,0,0,0
280,1176394,0,0,0,0,0,0,0
281,1166283,0,0,0,0,0,0,0
282,1269590,0,0,0,0,0,0,0
283,1097749,1,0,0,0,0,0,0
284,1161178,1,0,0,0,0,0,0
285,1038590,0,0,0,0,0,0,0
286,1194472,0,0,0,0,0,0,0
287,1228753,0,0,0,0,0,0,0
288,1030824,1,0,0,0,0,0,0
289,1275254,0,0,0,0,0,0,0
290,1211761,1,0,0,0,0,0,0
291,1183688,1,0,0,0,0,0,0
292,1237114,0,0,0,0,0,0,0
293,1002890,0,0,0,0,0,0,0
294,1222356,1,0,0,0,0,0,0
295,1036104,0,0,0,0,0,0,0
296,1215958,0,0,0,0,0,0,0
297,1263956,0,0,0,0,0,0,0
298,1137446,1,0,0,0,0,0,0
299,1084880,0,0,0,0,0,0,0
300,1225788,0,0,0,0,0,0,0
301,1258305,0,0,0,0,0,0,0
302,1151010,0,0,0,0,0,0,0
303,1134110,0,0,0,0,0,0,0
304,1006005,0,0,0,0,0,0,0
305,1174375,0,0,0,0,0,0,0
306,1019785,0,0,0,0,0,0,0
307,1253024,1,0,0,0,0,0,0
308,1036214,0,0,0,0,0,0,0
309,1061978,1,0,0,0,0,0,0
310,1079586,0,0,0,0,0,0,0
311,1104953,0,0,0,0,0,0,0
312,1192255,0,0,0,0,0,0,0
313,1033678,0,0,0,0,0,0,0
314,1261866,0,0,0,0,0,0,0
315,1203282,1,0,0,0,0,0,0
316,1020904,0,0,0,0,0,0,0
317,1220954,1,0,0,0,0,0,0
318,1270750,0,0,0,0,0,0,0
319,1038709,0,0,0,0,0,0,0
320,1162537,0,0,0,0,0,0,0
321,1037019,0,0,0,0,0,0,0
322,1173043,0,0,0,0,0,0,0
323,1078043,0,0,0,0,0,0,0
324,1168369,0,0,0,0,0,0,0
325,1159845,0,0,0,0,0,0,0
326,1226959,1,0,0,0,0,0,0
327,1139946,0,0,0,0,0,0,0
328,1064830,0,0,0,0,0,0,0
329,1126778,0,0,0,0,0,0,0
330,1198016,0,0,0,0,0,0,0
331,1068878,0,0,0,0,0,0,0
332,1169608,1,0,0,0,0,0,0
333,1109899,0,0,0,0,0,0,0
334,1222689,1,0,0,0,0,0,0
335,1035297,1,0,0,0,0,0,0
336,1121599,1,0,0,0,0,0,0
337,1209010,1,0,0,0,0,0,0
338,1012689,0,0,0,0,0,0,0
339,1235292,0,0,0,0,0,0,0
340,1254167,0,0,0,0,0,0,0
341,1215558,1,0,0,0,0,0,0
342,1264062,0,0,0,0,0,0,0
343,1255626,0,0,0,0,0,0,0
344,1152384,1,0,0,0,0,0,0
345,1012847,0,0,0,0,0,0,0
346,1089651,1,0,0,0,0,0,0
347,1051930,0,0,0,0,0,0,0
348,1049630,0,0,0,0,0,0,0
349,1242136,0,0,0,0,0,0,0
350,1076304,0,0,0,0,0,0,0
351,1164363,0,0,0,0,0,0,0
352,1220870,0,0,0,0,0,0,0
353,1278516,0,0,0,0,0,0,0
354,1262532,0,0,0,0,0,0,0
355,1077330,1,0,0,0,0,0,0
356,1098206,0,0,0,0,0,0,0
357,1051009,0,0,0,0,0,0,0
358,1181201,0,0,0,0,0,0,0
359,1208132,0,0,0,0,0,0,0
360,1277185,0,0,0,0,0,0,0
361,1134368,0,0,0,0,0,0,0
362,1014288,0,0,0,0,0,0,0
363,1199193,1,0,0,0,0,0,0
364,1248113,0,0,0,0,0,0,0
365,1062112,0,0,0,0,0,0,0
366,1059327,0,0,0,0,0,0,0
367,1264648,0,0,0,0,0,0,0
368,1238707,0,0,0,0,0,0,0
369,1035431,0,0,0,0,0,0,0
370,1252134,0,0,0,0,0,0,0
371,1125717,0,0,0,0,0,0,0
372,1272688,0,0,0,0,0,0,0
373,1087869,1,0,0,0,0,0,0
374,1054856,0,0,0,0,0,0,0
375,1015422,0,0,0,0,0,0,0
376,1068337,1,0,0,0,0,0,0
377,1241834,0,0,0,0,0,0,0
378,1082441,0,0,0,0,0,0,0
379,1235672,0,0,0,0,0,0,0
380,1053729,0,0,0,0,0,0,0
381,1087620,0,0,0,0,0,0,0
382,1084630,0,0,0,0,0,0,0
383,1198731,0,0,0,0,0,0,0
384,1215293,1,0,0,0,0,0,0
385,1036390,0,0,0,0,0,0,0
386,1023024,1,0,0,0,0,0,0
387,1167181,0,0,0,0,0,0,0
388,1041977,0,0,0,0,0,0,0
389,1100193,0,0,0,0,0,0,0
390,1258791,0,0,0,0,0,0,0
391,1178153,1,0,0,0,0,0,0
392,1042377,1,0,0,0,0,0,0
393,1105425,0,0,0,0,0,0,0
394,1009494,0,0,0,0,0,0,0
395,1163320,1,0,0,0,0,0,0
396,1017990,0,0,0,0,0,0,0
397,1193325,1,0,0,0,0,0,0
398,1074863,1,0,0,0,0,0,0
399,1203697,1,0,0,0,0,0,0
400,1270621,0,0,0,0,0,0,0
401,1067117,0,0,0,0,0,0,0
402,1201000,0,0,0,0,0,0,0
403,1032404,0,0,0,0,0,0,0
404,1051243,0,0,0,0,0,0,0
405,1204050,1,0,0,0,0,0,0
406,1181314,0,0,0,0,0,0,0
407,1172463,0,0,0,0,0,0,0
408,1055175,1,0,0,0,0,0,0
409,1189403,0,0,0,0,0,0,0
410,1191520,1,0,0,0,0,0,0
411,1235202,0,0,0,0,0,0,0
412,1201714,0,0,0,0,0,0,0
413,1084303,1,0,0,0,0,0,0
414,1246464,0,0,0,0,0,0,0
415,1148838,0,0,0,0,0,0,0
416,1175942,0,0,0,0,0,0,0
417,1264960,0,0,0,0,0,0,0
418,1259455,0,0,0,0,0,0,0
419,1251941,0,0,0,0,0,0,0
420,1197215,0,0,0,0,0,0,0
421,1258572,0,0,0,0,0,0,0
422,1112630,0,0,0,0,0,0,0
423,1090564,0,0,0,0,0,0,0
424,1037020,0,0,0,0,0,0,0
425,1245984,1,0,0,0,0,0,0
426,1180295,1,0,0,0,0,0,0
427,1120474,0,0,0,0,0,0,0
428,1160338,0,0,0,0,0,0,0
429,1053101,1,0,0,0,0,0,0
430,1271325,0,0,0,0,0,0,0
431,1259449,0,0,0,0,0,0,0
432,1124361,0,0,0,0,0,0,0
433,1179794,1,0,0,0,0,0,0
434,1047886,0,0,0,0,0,0,0
435,1135977,0,0,0,0,0,0,0
436,1001518,0,0,0,0,0,0,0
437,1167064,0,0,0,0,0,0,0
438,1186178,0,0,0,0,0,0,0
439,1014839,0,0,0,0,0,0,0
440,1027221,1,0,0,0,0,0,0
441,1053786,0,0,0,0,0,0,0
442,1160288,0,0,0,0,0,0,0
443,1262407,0,0,0,0,0,0,0
444,1123505,0,0,0,0,0,0,0
445,1038318,0,0,0,0,0,0,0
446,1174550,1,0,0,0,0,0,0
447,1272421,0,0,0,0,0,0,0
448,1251654,1,0,0,0,0,0,0
449,1049826,0,0,0,0,0,0,0
450,1208791,0,0,0,0,0,0,0
451,1025740,0,0,0,0,0,0,0
452,1259422,0,0,0,0,0,0,0
453,1161453,1,0,0,0,0,0,0
454,1018875,0,0,0,0,0,0,0
455,1132321,0,0,0,0,0,0,0
456,1161521,0,0,0,0,0,0,0
457,1179171,1,0,0,0,0,0,0
458,1233145,1,0,0,0,0,0,0
459,1167415,0,0,0,0,0,0,0
460,1010876,0,0,0,0,0,0,0
461,1022588,0,0,0,0,0,0,0
462,1246926,0,0,0,0,0,0,0
463,1165842,0,0,0,0,0,0,0
464,1017113,0,0,0,0,0,0,0
465,1113049,0,0,0,0,0,0,0
466,1189693,0,0,0,0,0,0,0
467,1158935,0,0,0,0,0,0,0
468,1261215,0,0,0,0,0,0,0
469,1122376,0,0,0,0,0,0,0
470,1183824,1,0,0,0,0,0,0
471,1107551,0,0,0,0,0,0,0
472,1211924,0,0,0,0,0,0,0
473,1256033,0,0,0,0,0,0,0
474,1220238,0,0,0,0,0,0,0
475,1223832,0,0,0,0,0,0,0
476,1260433,0,0,0,0,0,0,0
477,1058663,0,0,0,0,0,0,0
478,1088854,0,0,0,0,0,0,0
479,1130677,0,0,0,0,0,0,0
480,1153250,0,0,0,0,0,0,0
481,1111431,0,0,0,0,0,0,0
482,1218873,1,0,0,0,0,0,0
483,1277712,0,0,0,0,0,0,0
484,1255077,0,0,0,0,0,0,0
485,1029764,0,0,0,0,0,0,0
486,1096288,0,0,0,0,0,0,0
487,1178313,0,0,0,0,0,0,0
488,1267071,0,0,0,0,0,0,0
489,1274468,0,0,0,0,0,0,0
490,1255163,0,0,0,0,0,0,0
491,1219948,0,0,0,0,0,0,0
492,1081461,0,0,0,0,0,0,0
493,1112536,0,0,0,0,0,0,0
494,1268693,0,0,0,0,0,0,0
495,1167885,1,0,0,0,0,0,0
496,1109191,0,0,0,0,0,0,0
497,1046774,1,0,0,0,0,0,0
498,1059514,0,0,0,0,0,0,0
499,1190534,0,0,0,0,0,0,0
500,1108815,0,0,0,0,0,0,0
501,1042436,0,0,0,0,0,0,0
502,1006179,0,0,0,0,0,0,0
503,1133809,0,0,0,0,0,0,0
504,1099331,0,0,0,0,0,0,0
505,1234232,0,0,0,0,0,0,0
506,1122095,0,0,0,0,0,0,0
507,1105055,1,0,0,0,0,0,0
508,1081756,1,0,0,0,0,0,0
509,1194456,1,0,0,0,0,0,0
510,1106496,1,0,0,0,0,0,0
511,1177935,0,0,0,0,0,0,0
512,1033291,0,0,0,0,0,0,0
513,1107969,0,0,0,0,0,0,0
514,1249625,0,0,0,0,0,0,0
515,1011962,0,0,0,0,0,0,0
516,1040567,0,0,0,0,0,0,0
517,1146257,0,0,0,0,0,0,0
518,1123129,0,0,0,0,0,0,0
519,1123162,0,0,0,0,0,0,0
520,1214595,0,0,0,0,0,0,0
521,1102189,0,0,0,0,0,0,0
522,1093944,0,0,0,0,0,0,0
523,1113546,0,0,0,0,0,0,0
524,1131373,0,0,0,0,0,0,0
525,1133945,0,0,0,0,0,0,0
526,1104942,0,0,0,0,0,0,0
527,1254974,0,0,0,0,0,0,0
528,1179811,0,0,0,0,0,0,0
529,1196257,0,0,0,0,0,0,0
530,1219339,0,0,0,0,0,0,0
531,1029581,0,0,0,0,0,0,0
532,1092397,0,0,0,0,0,0,0
533,1043976,0,0,0,0,0,0,0
534,1153674,0,0,0,0,0,0,0
535,1139160,0,0,0,0,0,0,0
536,1204662,0,0,0,0,0,0,0
537,1173631,0,0,0,0,0,0,0
538,1238455,0,0,0,0,0,0,0
539,1161134,0,0,0,0,0,0,0
540,1131684,0,0,0,0,0,0,0
541,1190022,0,0,0,0,0,0,0
542,1197072,1,0,0,0,0,0,0
543,1260728,0,0,0,0,0,0,0
544,1238437,0,0,0,0,0,0,0
545,1178150,0,0,0,0,0,0,0
546,1210334,0,0,0,0,0,0,0
547,1021846,1,0,0,0,0,0,0
548,1108904,0,0,0,0,0,0,0
549,1078849,0,0,0,0,0,0,0
550,1013819,0,0,0,0,0,0,0
551,1111201,0,0,0,0,0,0,0
552,1059535,0,0,0,0,0,0,0
553,1262247,0,0,0,0,0,0,0
554,1272195,0,0,0,0,0,0,0
555,1155448,0,0,0,0,0,0,0
556,1060279,0,0,0,0,0,0,0
557,1258993,0,0,0,0,0,0,0
558,1271620,0,0,0,0,0,0,0
559,1018802,0,0,0,0,0,0,0
560,1267770,1,0,0,0,0,0,0
561,1054915,1,0,0,0,0,0,0
562,1074538,0,0,0,0,0,0,0
563,1104764,0,0,0,0,0,0,0
564,1219799,1,0,0,0,0,0,0
565,1220697,0,0,0,0,0,0,0
566,1098336,1,0,0,0,0,0,0
567,1226788,0,0,0,0,0,0,0
568,1220440,0,0,0,0,0,0,0
569,1215498,0,0,0,0,0,0,0
570,1209513,0,0,0,0,0,0,0
571,1105543,0,0,0,0,0,0,0
572,1039404,0,0,0,0,0,0,0
573,1244987,0,0,0,0,0,0,0
574,1234026,0,0,0,0,0,0,0
575,1020442,0,0,0,0,0,0,0
576,1102204,0,0,0,0,0,0,0
577,1173792,0,0,0,0,0,0,0
578,1136353,0,0,0,0,0,0,0
579,1196013,0,0,0,0,0,0,0
580,1080205,0,0,0,0,0,0,0
581,1145388,0,0,0,0,0,0,0
582,1183552,0,0,0,0,0,0,0
583,1191110,0,0,0,0,0,0,0
584,1027062,0,0,0,0,0,0,0
585,1077328,1,0,0,0,0,0,0
586,1116043,0,0,0,0,0,0,0
587,1071720,0,0,0,0,0,0,0
588,1208136,0,0,0,0,0,0,0
589,1058428,0,0,0,0,0,0,0
590,1143904,0,0,0,0,0,0,0
591,1074752,0,0,0,0,0,0,0
592,1143832,0,0,0,0,0,0,0
593,1072924,1,0,0,0,0,0,0
594,1019734,0,0,0,0,0,0,0
595,1093042,0,0,0,0,0,0,0
596,1187378,0,0,0,0,0,0,0
597,1153410,0,0,0,0,0,0,0
598,1251634,0,0,0,0,0,0,0
599,1017187,0,0,0,0,0,0,0
600,1268629,0,0,0,0,0,0,0
601,1160840,0,0,0,0,0,0,0
602,1162754,0,0,0,0,0,0,0
603,1123225,0,0,0,0,0,0,0
604,1004124,0,0,0,0,0,0,0
605,1065870,0,0,0,0,0,0,0
606,1156263,0,0,0,0,0,0,0
607,1086595,0,0,0,0,0,0,0
608,1186227,1,0,0,0,0,0,0
609,1112167,0,0,0,0,0,0,0
610,1070336,0,0,0,0,0,0,0
611,1144932,0,0,0,0,0,0,0
612,1131816,1,0,0,0,0,0,0
613,1002816,1,0,0,0,0,0,0
614,1071833,0,0,0,0,0,0,0
615,1238788,0,0,0,0,0,0,0
616,1271433,1,0,0,0,0,0,0
617,1223752,0,0,0,0,0,0,0
618,1036916,0,0,0,0,0,0,0
619,1227911,0,0,0,0,0,0,0
620,1255873,0,0,0,0,0,0,0
621,1142605,1,0,0,0,0,0,0
622,1276413,0,0,0,0,0,0,0
623,1211136,0,0,0,0,0,0,0
624,1221470,0,0,0,0,0,0,0
625,1087496,1,0,0,0,0,0,0
626,1192191,0,0,0,0,0,0,0
627,1227561,0,0,0,0,0,0,0
628,1198257,0,0,0,0,0,0,0
629,1220975,0,0,0,0,0,0,0
630,1072084,0,0,0,0,0,0,0
631,1110852,0,0,0,0,0,0,0
632,1182209,0,0,0,0,0,0,0
633,1036060,0,0,0,0,0,0,0
634,1069501,0,0,0,0,0,0,0
635,1208943,0,0,0,0,0,0,0
636,1242027,0,0,0,0,0,0,0
637,1129656,0,0,0,0,0,0,0
638,1017640,0,0,0,0,0,0,0
639,1250374,0,0,0,0,0,0,0
640,1278239,0,0,0,0,0,0,0
641,1098687,0,0,0,0,0,0,0
642,1136477,0,0,0,0,0,0,0
643,1102674,0,0,0,0,0,0,0
644,1037963,0,0,0,0,0,0,0
645,1219148,0,0,0,0,0,0,0
646,1242551,0,0,0,0,0,0,0
647,1094046,1,0,0,0,0,0,0
648,1099372,0,0,0,0,0,0,0
649,1031755,0,0,0,0,0,0,0
650,1237086,0,0,0,0,0,0,0
651,1146007,1,0,0,0,0,0,0
652,1227757,0,0,0,0,0,0,0
653,1021710,0,0,0,0,0,0,0
654,1145554,0,0,0,0,0,0,0
655,1089790,1,0,0,0,0,0,0
656,1137259,0,0,0,0,0,0,0
657,1025062,0,0,0,0,0,0,0
658,1163066,0,0,0,0,0,0,0
659,1005302,0,0,0,0,0,0,0
660,1004440,1,0,0,0,0,0,0
661,1012870,0,0,0,0,0,0,0
662,1096771,0,0,0,0,0,0,0
663,1128335,0,0,0,0,0,0,0
664,1220672,0,0,0,0,0,0,0
665,1202280,0,0,0,0,0,0,0
666,1196332,0,0,0,0,0,0,0
667,1010674,1,0,0,0,0,0,0
668,1119381,0,0,0,0,0,0,0
669,1039032,0,0,0,0,0,0,0
670,1228949,1,0,0,0,0,0,0
671,1020829,0,0,0,0,0,0,0
672,1074483,0,0,0,0,0,0,0
673,1191917,0,0,0,0,0,0,0
674,1178934,1,0,0,0,0,0,0
675,1099526,0,0,0,0,0,0,0
676,1142473,1,0,0,0,0,0,0
677,1106818,0,0,0,0,0,0,0
678,1273471,0,0,0,0,0,0,0
679,1051372,0,0,0,0,0,0,0
680,1202083,1,0,0,0,0,0,0
681,1256796,0,0,0,0,0,0,0
682,1166194,0,0,0,0,0,0,0
683,1123939,0,0,0,0,0,0,0
684,1078496,0,0,0,0,0,0,0
685,1043053,0,0,0,0,0,0,0
686,1081214,1,0,0,0,0,0,0
687,1012458,0,0,0,0,0,0,0
688,1162268,1,0,0,0,0,0,0
689,1220884,1,0,0,0,0,0,0
690,1106240,0,0,0,0,0,0,0
691,1158114,1,0,0,0,0,0,0
692,1017417,0,0,0,0,0,0,0
693,1219591,0,0,0,0,0,0,0
694,1077293,1,0,0,0,0,0,0
695,1265014,0,0,0,0,0,0,0
